iso,umd_tree_cover_loss__year,,umd_tree_cover_loss__ha,umd_tree_cover_loss_from_fires__ha
LBN,2012,LBN2012,169.9417204,20.44816874
LBR,2012,LBR2012,72114.09319,308.6366016
LBY,2012,LBY2012,4.934646581,1.36395391
LCA,2012,LCA2012,67.10805567,0.597611865
LIE,2012,LIE2012,3.793194811,0
LKA,2012,LKA2012,14427.70872,189.3025143
LSO,2012,LSO2012,3.300161473,0.134565928
LTU,2012,LTU2012,17602.90056,125.8431784
LUX,2012,LUX2012,444.2894553,5.538609324
LVA,2012,LVA2012,34285.41592,317.7602261
MAF,2012,MAF2012,3.441782252,0.51262118
MAR,2012,MAR2012,1689.890171,724.7843686
MDA,2012,MDA2012,1771.584436,168.9184757
MDG,2012,MDG2012,128468.0904,11153.41828
MDV,2012,MDV2012,2.450743201,0
MEX,2012,MEX2012,174712.8098,22400.01124
MKD,2012,MKD2012,2940.644598,585.3623987
MLI,2012,MLI2012,78.92125095,0.075150635
MLT,2012,MLT2012,0.313001362,0.062573491
MMR,2012,MMR2012,225188.429,4656.340095
MNE,2012,MNE2012,1258.602535,436.4397652
MNG,2012,MNG2012,34640.34114,31904.28915
MOZ,2012,MOZ2012,139952.4087,1371.542092
MRT,2012,MRT2012,0,0
MSR,2012,MSR2012,2.212332165,0.147455351
MTQ,2012,MTQ2012,308.425064,1.862042901
MUS,2012,MUS2012,152.4702056,0
MWI,2012,MWI2012,12175.10258,15.31917467
MYS,2012,MYS2012,628383.2802,10359.56268
MYT,2012,MYT2012,131.0511807,0.750514795
NAM,2012,NAM2012,25.97355101,0.506222428
NCL,2012,NCL2012,838.327987,122.8171398
NER,2012,NER2012,0.074763426,0
NGA,2012,NGA2012,34970.91954,61.35582562
NIC,2012,NIC2012,33691.84478,668.5923868
NLD,2012,NLD2012,946.7086921,43.23251297
NOR,2012,NOR2012,29947.12595,1262.006049
NPL,2012,NPL2012,5045.045215,756.5938952
NZL,2012,NZL2012,69499.06762,1898.707002
PAK,2012,PAK2012,223.2259205,68.51779761
PAN,2012,PAN2012,17094.54309,673.6492632
PER,2012,PER2012,275417.4237,15692.75705
PHL,2012,PHL2012,59587.14724,706.4227655
PLW,2012,PLW2012,28.0016373,2.747745803
PNG,2012,PNG2012,73333.85156,1607.923855
POL,2012,POL2012,54895.92748,762.1862586
PRI,2012,PRI2012,653.7553944,6.733740761
PRK,2012,PRK2012,16679.89015,2255.158199
PRT,2012,PRT2012,58236.2421,23921.96688
PRY,2012,PRY2012,510213.1039,9134.949198
PSE,2012,PSE2012,0.457779037,0.262097531
REU,2012,REU2012,852.6125562,0
ROU,2012,ROU2012,30649.28182,959.3870667
RUS,2012,RUS2012,5391243.47,3990844.901
RWA,2012,RWA2012,1090.913175,0.538030374
SDN,2012,SDN2012,13.20474979,0
SEN,2012,SEN2012,84.50333118,0.296916553
SGP,2012,SGP2012,92.13825499,2.230471108
SLB,2012,SLB2012,8806.575793,275.5337554
SLE,2012,SLE2012,16356.21566,129.5815937
SLV,2012,SLV2012,2535.671423,53.13140554
SMR,2012,SMR2012,0.445934994,0
SOM,2012,SOM2012,194.9006652,10.14274256
SRB,2012,SRB2012,3478.064729,486.5511617
SSD,2012,SSD2012,6707.216401,21.79587027
SUR,2012,SUR2012,19502.01937,1961.180642
SVK,2012,SVK2012,9169.734658,139.5166345
SVN,2012,SVN2012,904.1402478,116.2693778
SWE,2012,SWE2012,234882.5392,4395.413637
SWZ,2012,SWZ2012,3527.100068,82.55964156
SXM,2012,SXM2012,0.292980249,0
SYC,2012,SYC2012,0.607397483,0
SYR,2012,SYR2012,5370.642721,3916.616775
TCA,2012,TCA2012,7.656472902,0.28624499
TCD,2012,TCD2012,2491.109581,0.609449497
TGO,2012,TGO2012,1738.528999,3.354722287
THA,2012,THA2012,114478.8922,876.3031731
TJK,2012,TJK2012,26.04127895,11.28300563
TKM,2012,TKM2012,8.986908646,2.200274944
TLS,2012,TLS2012,1887.30657,53.88302699
TTO,2012,TTO2012,713.5393981,6.813048236
TUN,2012,TUN2012,1418.989141,741.3679194
TUR,2012,TUR2012,28467.09027,4053.494856
TWN,2012,TWN2012,1460.098601,48.46672303
TZA,2012,TZA2012,154429.7037,295.3529482
UGA,2012,UGA2012,29141.22866,26.13238009
UKR,2012,UKR2012,55521.16074,2270.555624
UMI,2012,UMI2012,10.45293944,0
URY,2012,URY2012,31403.12112,969.4638619
USA,2012,USA2012,1964078.156,338271.546
UZB,2012,UZB2012,55.37620508,14.70052573
VCT,2012,VCT2012,24.65449283,0.52544113
VEN,2012,VEN2012,105952.1664,2486.053707
VGB,2012,VGB2012,0.877064464,0
VIR,2012,VIR2012,26.62460834,0.439689349
VNM,2012,VNM2012,181275.7218,1988.027756
VUT,2012,VUT2012,198.2604871,3.02503733
XAD,2012,XAD2012,3.559573886,0
XKO,2012,XKO2012,1736.620845,574.8526672
Z01,2012,Z012012,399.3999568,69.69334854
Z06,2012,Z062012,15.61101973,5.241775629
Z07,2012,Z072012,6657.041168,140.4493405
ZAF,2012,ZAF2012,84896.51525,2485.424465
ZMB,2012,ZMB2012,128442.2269,258.0843681
ZNC,2012,ZNC2012,11.47110565,0.629848854
ZWE,2012,ZWE2012,13790.4439,130.064763
AFG,2013,AFG2013,1.451841225,0.883811713
AGO,2013,AGO2013,168837.1248,1147.633815
AIA,2013,AIA2013,1.317167961,0.146340525
ALA,2013,ALA2013,509.692408,1.815308194
ALB,2013,ALB2013,2569.967982,1379.758405
AND,2013,AND2013,3.364186641,0.798098322
ARG,2013,ARG2013,376746.2904,72789.23524
ARM,2013,ARM2013,41.84126219,2.226772458
ATG,2013,ATG2013,21.34523198,0.073634169
AUS,2013,AUS2013,260093.7336,177481.6089
AUT,2013,AUT2013,7655.331442,25.90198553
AZE,2013,AZE2013,149.0759937,30.68236456
BDI,2013,BDI2013,1405.569377,0
BEL,2013,BEL2013,3314.999739,5.594220787
BEN,2013,BEN2013,1310.158756,0.990102871
BES,2013,BES2013,4.360236983,0.150446182
BFA,2013,BFA2013,0.226484287,0
BGD,2013,BGD2013,6021.997995,4.268961654
BGR,2013,BGR2013,3692.761545,242.9524518
BHS,2013,BHS2013,1572.70768,949.1115323
BIH,2013,BIH2013,2573.897645,889.2611412
BLM,2013,BLM2013,0.366513876,0
BLR,2013,BLR2013,28084.74095,187.9029548
BLZ,2013,BLZ2013,16403.45483,1928.313374
BMU,2013,BMU2013,1.436534731,0
BOL,2013,BOL2013,179793.7593,16508.78244
BRA,2013,BRA2013,1945477.871,161179.3169
BRB,2013,BRB2013,5.32159267,0
BRN,2013,BRN2013,888.3253656,46.23695885
BTN,2013,BTN2013,485.3524158,44.68811909
BWA,2013,BWA2013,14.12186352,0.14600035
CAF,2013,CAF2013,44182.76398,454.5823314
CAN,2013,CAN2013,2807335.55,1983320.518
CHE,2013,CHE2013,793.3604016,6.372341441
CHL,2013,CHL2013,102242.6506,3506.872981
CHN,2013,CHN2013,441336.225,12432.0649
CIV,2013,CIV2013,175824.0624,120.3959194
CMR,2013,CMR2013,84612.03204,102.4986853
COD,2013,COD2013,920749.6244,19414.6871
COG,2013,COG2013,54641.646,2062.506327
COL,2013,COL2013,138866.0494,5188.449491
COM,2013,COM2013,1729.726219,12.73162185
CPV,2013,CPV2013,19.54167787,1.479748425
CRI,2013,CRI2013,7789.430584,309.4840887
CUB,2013,CUB2013,6071.558631,480.203614
CUW,2013,CUW2013,6.245018541,0
CYM,2013,CYM2013,18.10549302,0
CYP,2013,CYP2013,13.50459562,6.784105108
CZE,2013,CZE2013,7658.991179,5.10321212
DEU,2013,DEU2013,15498.95457,141.7801652
DMA,2013,DMA2013,22.11861063,0.668017322
DNK,2013,DNK2013,2015.366626,3.651349739
DOM,2013,DOM2013,12703.35945,1995.859583
DZA,2013,DZA2013,6925.784681,3562.763554
ECU,2013,ECU2013,48418.07182,1844.529899
EGY,2013,EGY2013,96.99929436,5.019161942
ERI,2013,ERI2013,0,0
ESP,2013,ESP2013,63956.04495,11436.11111
EST,2013,EST2013,17088.7434,44.22746891
ETH,2013,ETH2013,30851.23115,34.53274083
FIN,2013,FIN2013,148660.9706,949.0876734
FJI,2013,FJI2013,2699.407292,94.85797526
FRA,2013,FRA2013,30351.84196,329.2878852
GAB,2013,GAB2013,44448.92835,296.9192153
GBR,2013,GBR2013,28589.5597,878.7526243
GEO,2013,GEO2013,252.2500837,11.09796204
GGY,2013,GGY2013,0.201472861,0
GHA,2013,GHA2013,81202.91272,49.80562247
GIN,2013,GIN2013,146184.8745,102.6697967
GLP,2013,GLP2013,169.9387636,9.175808368
GMB,2013,GMB2013,12.2167423,0
GNB,2013,GNB2013,20704.22719,0.60299986
GNQ,2013,GNQ2013,7289.629966,15.14886876
GRC,2013,GRC2013,5906.555994,3941.700391
GRD,2013,GRD2013,25.35640135,0.15045641
GTM,2013,GTM2013,55176.99748,3872.401994
GUF,2013,GUF2013,2967.797192,202.3202547
GUY,2013,GUY2013,7117.382215,911.3707113
HND,2013,HND2013,43632.28878,2192.557311
HRV,2013,HRV2013,2997.752683,93.55292652
HTI,2013,HTI2013,3181.211373,106.9254004
HUN,2013,HUN2013,8947.138544,35.99975763
IDN,2013,IDN2013,1139299.824,50565.54928
IMN,2013,IMN2013,33.66465501,6.353607907
IND,2013,IND2013,75407.13938,526.098584
IRL,2013,IRL2013,4778.083301,97.79852312
IRN,2013,IRN2013,72.2309315,7.071766995
IRQ,2013,IRQ2013,2.531902043,0.185381962
ISR,2013,ISR2013,45.73070819,4.917758638
ITA,2013,ITA2013,15522.54608,2419.054285
JAM,2013,JAM2013,1327.66903,48.48046674
JEY,2013,JEY2013,1.012901861,0
JPN,2013,JPN2013,23234.27054,225.6449336
KAZ,2013,KAZ2013,2863.638875,1094.830601
KEN,2013,KEN2013,13563.99691,49.51209368
KGZ,2013,KGZ2013,26.81397913,22.60719477
KHM,2013,KHM2013,190115.609,344.6793392
KNA,2013,KNA2013,5.147649727,0.514574521
KOR,2013,KOR2013,9477.218349,310.4231557
LAO,2013,LAO2013,205602.9388,247.6058131
LBN,2013,LBN2013,159.9537394,35.75143029
LBR,2013,LBR2013,155535.6179,723.3988263
LBY,2013,LBY2013,81.29858731,63.97055879
LCA,2013,LCA2013,36.09373117,0.747146649
LIE,2013,LIE2013,1.949117049,0
LKA,2013,LKA2013,7953.301532,97.74062964
LSO,2013,LSO2013,7.338918472,0
LTU,2013,LTU2013,13922.77664,38.02398628
LUX,2013,LUX2013,347.8875563,0.448285809
LVA,2013,LVA2013,27766.43898,93.68422701
MAF,2013,MAF2013,1.830770274,0
MAR,2013,MAR2013,835.8379945,205.4081369
MDA,2013,MDA2013,167.3453442,1.620990102
MDG,2013,MDG2013,299350.3244,14427.80845
MDV,2013,MDV2013,3.975830698,0
MEX,2013,MEX2013,218915.5293,29174.57997
MKD,2013,MKD2013,1149.190729,181.760707
MLI,2013,MLI2013,409.7811716,0
MLT,2013,MLT2013,0.250462234,0
MMR,2013,MMR2013,248185.7821,1542.838111
MNE,2013,MNE2013,2401.456623,714.5579966
MNG,2013,MNG2013,628.7988744,401.6900597
MOZ,2013,MOZ2013,162673.2897,2494.530167
MRT,2013,MRT2013,0,0
MSR,2013,MSR2013,0.885133267,0.073744857
MTQ,2013,MTQ2013,146.3594012,2.010924506
MUS,2013,MUS2013,219.2703833,0
MWI,2013,MWI2013,10561.61189,24.82093796
MYS,2013,MYS2013,333361.5675,4456.693949
MYT,2013,MYT2013,327.565717,1.050941097
NAM,2013,NAM2013,2.484155212,0
NCL,2013,NCL2013,2281.634735,424.9757606
NGA,2013,NGA2013,43434.8974,15.6749015
NIC,2013,NIC2013,44030.27417,1454.413409
NLD,2013,NLD2013,514.1770204,6.404192649
NOR,2013,NOR2013,33069.44238,827.8477825
NPL,2013,NPL2013,835.4692511,21.65390091
NZL,2013,NZL2013,77541.73994,2570.807496
PAK,2013,PAK2013,58.02100167,5.061611518
PAN,2013,PAN2013,14060.88525,503.9006071
PER,2013,PER2013,209321.7554,6525.06894
PHL,2013,PHL2013,58871.21441,1327.572206
PLW,2013,PLW2013,21.29418574,4.122889456
PNG,2013,PNG2013,56667.88235,1888.854978
POL,2013,POL2013,35014.68378,239.7230079
PRI,2013,PRI2013,701.6415651,17.20179381
PRK,2013,PRK2013,5022.933247,306.013964
PRT,2013,PRT2013,51884.67052,18889.95546
PRY,2013,PRY2013,318514.8639,19258.21379
PSE,2013,PSE2013,0.394443378,0.065870491
REU,2013,REU2013,1653.229171,0
ROU,2013,ROU2013,12945.93387,404.8682326
RUS,2013,RUS2013,4965536.915,3928841.249
RWA,2013,RWA2013,2472.778685,2.383240971
SAU,2013,SAU2013,0,0
SDN,2013,SDN2013,9.403742597,0
SEN,2013,SEN2013,374.7376723,0
SGP,2013,SGP2013,25.9184812,0
SLB,2013,SLB2013,9470.91265,197.3952784
SLE,2013,SLE2013,170276.9718,56.36775152
SLV,2013,SLV2013,2053.563401,58.82446768
SMR,2013,SMR2013,0.167271871,0
SOM,2013,SOM2013,315.8421904,1.846149698
SPM,2013,SPM2013,9.012393489,0
SRB,2013,SRB2013,2798.271822,522.4455
SSD,2013,SSD2013,4931.541695,11.08593918
SUR,2013,SUR2013,10203.19423,2103.310059
SVK,2013,SVK2013,5076.263647,6.479308698
SVN,2013,SVN2013,636.3856936,16.24737398
SWE,2013,SWE2013,197658.2741,1082.061054
SWZ,2013,SWZ2013,3126.108744,64.55199123
SXM,2013,SXM2013,2.56347179,0
SYC,2013,SYC2013,1.214748876,0
SYR,2013,SYR2013,1270.559125,782.3166746
TCA,2013,TCA2013,10.516318,2.645735883
TCD,2013,TCD2013,2895.247093,0.760790976
TGO,2013,TGO2013,2914.28639,0.914762258
THA,2013,THA2013,84738.05685,210.2299471
TJK,2013,TJK2013,1.319036256,0.358022991
TKM,2013,TKM2013,0.371512178,0.124972994
TLS,2013,TLS2013,463.0122699,12.01205846
TTO,2013,TTO2013,759.227651,7.342920475
TUN,2013,TUN2013,1300.706233,1033.013644
TUR,2013,TUR2013,22542.89505,3366.182603
TWN,2013,TWN2013,953.1628872,9.075576325
TZA,2013,TZA2013,181508.8307,516.1459488
UGA,2013,UGA2013,47749.8052,96.0861356
UKR,2013,UKR2013,37711.92301,449.8234742
URY,2013,URY2013,19244.68013,548.1465662
USA,2013,USA2013,1736444.895,388592.1921
UZB,2013,UZB2013,24.68649925,17.31281851
VCT,2013,VCT2013,13.41511604,0.150024549
VEN,2013,VEN2013,64489.28748,4026.840933
VGB,2013,VGB2013,2.777000663,0.438465697
VIR,2013,VIR2013,27.33988538,0.879717179
VNM,2013,VNM2013,132424.9203,660.0168933
VUT,2013,VUT2013,1111.059618,135.7952975
XAD,2013,XAD2013,2.034435443,0
XKO,2013,XKO2013,767.625868,262.5653849
Z01,2013,Z012013,27.93393329,1.800390263
Z06,2013,Z062013,1.989497878,0.25692925
Z07,2013,Z072013,5430.734064,75.13856846
ZAF,2013,ZAF2013,56368.9985,5653.900365
ZMB,2013,ZMB2013,84673.2771,1514.484906
ZNC,2013,ZNC2013,32.27647243,4.150759276
ZWE,2013,ZWE2013,9607.816039,181.5820734
AFG,2014,AFG2014,2.719290471,1.467186236
AGO,2014,AGO2014,212656.0896,685.1278579
AIA,2014,AIA2014,0.36583298,0
ALA,2014,ALA2014,550.0605307,1.734666158
ALB,2014,ALB2014,1051.648632,241.2972702
AND,2014,AND2014,1.368260456,0.057025016
ARG,2014,ARG2014,241118.4405,20289.41021
ARM,2014,ARM2014,38.12758191,4.904505559
ATG,2014,ATG2014,24.87565216,0.734965109
AUS,2014,AUS2014,281740.6716,181837.4236
AUT,2014,AUT2014,9876.06103,45.02643138
AZE,2014,AZE2014,328.2460228,201.4282313
BDI,2014,BDI2014,2047.316994,0.230351331
BEL,2014,BEL2014,4239.21702,8.147594162
BEN,2014,BEN2014,1355.295478,0.228976103
BES,2014,BES2014,1.710357331,0.07522497
BFA,2014,BFA2014,0,0
BGD,2014,BGD2014,12060.90408,10.14523545
BGR,2014,BGR2014,6688.450736,86.0631411
BHS,2014,BHS2014,902.3064921,375.9860104
BIH,2014,BIH2014,1789.544495,188.7332245
BLM,2014,BLM2014,0.219911349,0
BLR,2014,BLR2014,33626.39683,179.5549897
BLZ,2014,BLZ2014,16508.63676,1096.508158
BMU,2014,BMU2014,0.848838596,0
BOL,2014,BOL2014,256527.6053,27670.31818
BRA,2014,BRA2014,2692910.39,267236.4445
BRB,2014,BRB2014,2.173549317,0
BRN,2014,BRN2014,2224.705898,182.3470455
BTN,2014,BTN2014,1229.220144,58.83692093
BWA,2014,BWA2014,15.52435011,0
CAF,2014,CAF2014,57852.35889,627.0777242
CAN,2014,CAN2014,2643608.862,1759513.178
CHE,2014,CHE2014,1502.547147,5.363276393
CHL,2014,CHL2014,119329.6108,14719.22279
CHN,2014,CHN2014,531701.609,14332.97939
CIV,2014,CIV2014,346899.2648,148.1890244
CMR,2014,CMR2014,181851.0044,207.0505114
COD,2014,COD2014,1338360.699,13875.27263
COG,2014,COG2014,72891.15374,866.9942413
COL,2014,COL2014,202029.0344,9444.924665
COM,2014,COM2014,1473.862077,15.35438321
CPV,2014,CPV2014,8.157576251,1.182003695
CRI,2014,CRI2014,10909.81016,428.456136
CUB,2014,CUB2014,5861.468362,346.8645699
CUW,2014,CUW2014,2.333078605,0.075261582
CYM,2014,CYM2014,7.705385204,0
CYP,2014,CYP2014,33.30200692,14.39405887
CZE,2014,CZE2014,13942.74275,48.44138013
DEU,2014,DEU2014,21169.14319,100.2093928
DMA,2014,DMA2014,12.24495792,0
DNK,2014,DNK2014,5320.770495,4.150051737
DOM,2014,DOM2014,13678.21259,1879.370097
DZA,2014,DZA2014,9522.726895,6876.881624
ECU,2014,ECU2014,30934.04779,1626.981758
EGY,2014,EGY2014,115.0030751,6.537809158
ERI,2014,ERI2014,0,0
ESP,2014,ESP2014,74226.4322,9078.636278
EST,2014,EST2014,23576.60883,51.04396657
ETH,2014,ETH2014,32725.07263,53.65155452
FIN,2014,FIN2014,186629.0141,1225.81591
FJI,2014,FJI2014,3688.941376,359.7363716
FRA,2014,FRA2014,44359.11318,695.6611083
GAB,2014,GAB2014,48752.34078,302.8438821
GBR,2014,GBR2014,30369.5673,513.8645501
GEO,2014,GEO2014,113.7410132,14.79234564
GGY,2014,GGY2014,0.201032533,0
GHA,2014,GHA2014,120205.4632,47.92106317
GIN,2014,GIN2014,132716.2743,164.766334
GLP,2014,GLP2014,198.1175945,4.654996531
GMB,2014,GMB2014,17.46335996,0
GNB,2014,GNB2014,12858.62699,1.658373837
GNQ,2014,GNQ2014,19211.71452,43.98600917
GRC,2014,GRC2014,3803.211729,1199.423826
GRD,2014,GRD2014,83.83836115,0.676764602
GTM,2014,GTM2014,61883.4711,2591.287242
GUF,2014,GUF2014,4195.617108,223.115997
GUY,2014,GUY2014,12154.00353,831.6221307
HND,2014,HND2014,57482.88436,3691.400696
HRV,2014,HRV2014,4559.485734,70.95402374
HTI,2014,HTI2014,3858.865792,120.8182538
HUN,2014,HUN2014,15135.41865,52.7307423
IDN,2014,IDN2014,1894358.959,230624.5259
IMN,2014,IMN2014,86.05011444,5.907679779
IND,2014,IND2014,132071.8566,1193.621098
IRL,2014,IRL2014,5719.062912,35.3241901
IRN,2014,IRN2014,77.58861401,24.08332742
IRQ,2014,IRQ2014,1.494315228,0.062128976
ISR,2014,ISR2014,122.0848695,6.389758862
ITA,2014,ITA2014,19831.91018,1265.428054
JAM,2014,JAM2014,2837.97719,192.8862705
JEY,2014,JEY2014,0.607747812,0
JOR,2014,JOR2014,0.847820639,0.391329998
JPN,2014,JPN2014,28175.54139,284.4403639
KAZ,2014,KAZ2014,595.715818,85.42020243
KEN,2014,KEN2014,15356.83926,108.2063942
KGZ,2014,KGZ2014,13.50969179,13.11074802
KHM,2014,KHM2014,161841.6569,392.729085
KNA,2014,KNA2014,3.972500661,0
KOR,2014,KOR2014,13426.40961,204.5259453
LAO,2014,LAO2014,243826.3357,256.6573915
LBN,2014,LBN2014,159.8844205,35.74916028
LBR,2014,LBR2014,164048.5822,582.1460008
LBY,2014,LBY2014,4.413913848,1.687606207
LCA,2014,LCA2014,41.09592468,0.672324981
LIE,2014,LIE2014,2.898631661,0
LKA,2014,LKA2014,12350.59718,120.4619723
LSO,2014,LSO2014,12.47074465,0
LTU,2014,LTU2014,15972.1884,62.68241001
LUX,2014,LUX2014,429.6009829,0.798957908
LVA,2014,LVA2014,32203.16453,72.93796558
MAF,2014,MAF2014,1.24491802,0
MAR,2014,MAR2014,1682.30795,504.4556784
MDA,2014,MDA2014,363.1332116,1.798191492
MDG,2014,MDG2014,416681.9694,48899.29173
MDV,2014,MDV2014,3.133582414,0
MEX,2014,MEX2014,170605.8546,9064.53239
MKD,2014,MKD2014,1815.566311,102.3928926
MLI,2014,MLI2014,270.3377479,0
MMR,2014,MMR2014,331444.8138,1687.756977
MNE,2014,MNE2014,1437.890897,138.840694
MNG,2014,MNG2014,522.6742498,215.9594297
MOZ,2014,MOZ2014,200517.4993,1820.957354
MSR,2014,MSR2014,0.29503029,0
MTQ,2014,MTQ2014,156.7177623,1.340594911
MUS,2014,MUS2014,531.7519755,0
MWI,2014,MWI2014,18594.16036,32.87496626
MYS,2014,MYS2014,646026.9545,19518.82395
MYT,2014,MYT2014,1150.41332,2.401718552
NAM,2014,NAM2014,4.623707501,0
NCL,2014,NCL2014,2050.201348,540.0555623
NGA,2014,NGA2014,68637.2748,31.46091156
NIC,2014,NIC2014,75549.8091,1712.414174
NLD,2014,NLD2014,875.2614925,5.577517698
NOR,2014,NOR2014,39148.96218,574.0019974
NPL,2014,NPL2014,1161.811342,61.70117039
NZL,2014,NZL2014,79409.91366,2336.562161
OMN,2014,OMN2014,0,0
PAK,2014,PAK2014,34.82787293,3.453806337
PAN,2014,PAN2014,14086.01587,487.8878463
PER,2014,PER2014,205417.549,7805.459941
PHL,2014,PHL2014,102456.0346,1916.720271
PLW,2014,PLW2014,93.85025781,15.42872879
PNG,2014,PNG2014,105662.8198,2747.241864
POL,2014,POL2014,56279.52517,266.0743314
PRI,2014,PRI2014,871.4169512,13.97724617
PRK,2014,PRK2014,10941.27499,2947.933405
PRT,2014,PRT2014,60259.20773,10582.36271
PRY,2014,PRY2014,345737.4652,7931.884338
PSE,2014,PSE2014,1.179943855,0.852560294
REU,2014,REU2014,674.9838295,0
ROU,2014,ROU2014,19481.50065,167.3515387
RUS,2014,RUS2014,4489888.744,3450542.784
RWA,2014,RWA2014,2889.666299,22.83605034
SDN,2014,SDN2014,5.617398402,0
SEN,2014,SEN2014,326.7152047,0.1494861
SGP,2014,SGP2014,191.3519714,0.769089337
SLB,2014,SLB2014,16939.46334,554.7999434
SLE,2014,SLE2014,161512.884,108.0100754
SLV,2014,SLV2014,2319.726964,79.52674361
SMR,2014,SMR2014,0.167337275,0
SOM,2014,SOM2014,123.0574567,1.384459447
SPM,2014,SPM2014,1.165269054,0
SRB,2014,SRB2014,4387.909463,156.1683233
SSD,2014,SSD2014,6750.715411,18.15228242
SUR,2014,SUR2014,14747.81611,1055.513334
SVK,2014,SVK2014,17366.17399,73.78033638
SVN,2014,SVN2014,5385.639058,59.09196818
SWE,2014,SWE2014,242522.7857,9447.80108
SWZ,2014,SWZ2014,4961.094845,120.7426077
SXM,2014,SXM2014,0.219722043,0
SYC,2014,SYC2014,2.049832976,0.455518835
SYR,2014,SYR2014,958.2943361,443.9130431
TCA,2014,TCA2014,31.3373065,0.786745812
TCD,2014,TCD2014,3000.665873,7.007408304
TGO,2014,TGO2014,2513.196798,0
THA,2014,THA2014,137591.9689,258.9320013
TJK,2014,TJK2014,0.783042989,0.179910229
TKM,2014,TKM2014,0.904084104,0.597423645
TLS,2014,TLS2014,1883.170352,65.82745555
TTO,2014,TTO2014,1569.456459,15.52101627
TUN,2014,TUN2014,2385.558623,1793.459784
TUR,2014,TUR2014,22005.44149,1456.413681
TWN,2014,TWN2014,1054.211488,11.81292064
TZA,2014,TZA2014,198220.5631,647.1030149
UGA,2014,UGA2014,54913.27885,5.615325589
UKR,2014,UKR2014,47187.21046,615.2850254
URY,2014,URY2014,25659.9028,606.1719828
USA,2014,USA2014,1736528.881,244570.5471
UZB,2014,UZB2014,83.12890888,82.49317578
VCT,2014,VCT2014,10.79353194,0.074922889
VEN,2014,VEN2014,100940.3057,6734.04515
VGB,2014,VGB2014,0.511468726,0
VIR,2014,VIR2014,21.47171597,0
VNM,2014,VNM2014,217325.1724,1457.543042
VUT,2014,VUT2014,634.4245555,27.93430689
XAD,2014,XAD2014,2.415720185,0
XKO,2014,XKO2014,760.6256784,32.41774311
Z01,2014,Z012014,41.12442164,2.762032258
Z06,2014,Z062014,3.786702551,0.255160876
Z07,2014,Z072014,7024.632879,110.8775661
ZAF,2014,ZAF2014,69666.60406,6241.095422
ZMB,2014,ZMB2014,114809.7386,1164.888487
ZNC,2014,ZNC2014,55.20502997,7.42940707
ZWE,2014,ZWE2014,9614.015907,49.56632598
AGO,2015,AGO2015,161710.7558,2455.532117
ALA,2015,ALA2015,567.2330418,0.849828097
ALB,2015,ALB2015,283.5747371,32.82557782
AND,2015,AND2015,2.167783333,0
ARG,2015,ARG2015,180227.8135,29755.60821
ARM,2015,ARM2015,1.990115394,0.116656741
ATG,2015,ATG2015,8.907470701,0.073613564
AUS,2015,AUS2015,261574.2894,173113.9682
AUT,2015,AUT2015,7941.067145,3.936512745
AZE,2015,AZE2015,26.74519296,21.90127824
BDI,2015,BDI2015,1458.37852,0.460896155
BEL,2015,BEL2015,3420.273924,0.297803942
BEN,2015,BEN2015,598.6228368,0
BFA,2015,BFA2015,0,0
BGD,2015,BGD2015,12603.40871,8.190128826
BGR,2015,BGR2015,7293.066852,34.73537139
BHS,2015,BHS2015,1089.013112,691.5785731
BIH,2015,BIH2015,580.5048923,10.35452079
BLM,2015,BLM2015,0.073304186,0
BLR,2015,BLR2015,33899.29211,1186.156264
BLZ,2015,BLZ2015,12302.5633,874.6860094
BOL,2015,BOL2015,166250.9033,10408.17549
BRA,2015,BRA2015,2222653.781,299324.8627
BRB,2015,BRB2015,1.948700425,0.749506732
BRN,2015,BRN2015,1761.040619,375.5086759
BTN,2015,BTN2015,746.5236082,61.3321596
BWA,2015,BWA2015,0,0
CAF,2015,CAF2015,27315.83103,314.0564548
CAN,2015,CAN2015,2733434.834,1873974.655
CHE,2015,CHE2015,772.4587856,0.531423538
CHL,2015,CHL2015,106109.0105,15426.68363
CHN,2015,CHN2015,490493.1725,11530.94087
CIV,2015,CIV2015,152453.5117,97.0669967
CMR,2015,CMR2015,78969.9606,116.1159073
COD,2015,COD2015,928502.2291,13022.06194
COG,2015,COG2015,47823.04692,2382.120689
COL,2015,COL2015,140922.6484,7816.488967
COM,2015,COM2015,429.4617172,3.087828059
CRI,2015,CRI2015,3301.720859,101.9673713
CUB,2015,CUB2015,6725.978202,1006.041297
CUW,2015,CUW2015,0.902911882,0.075250571
CYM,2015,CYM2015,0.072517095,0
CYP,2015,CYP2015,20.43445921,6.720154962
CZE,2015,CZE2015,8047.207405,1.242116583
DEU,2015,DEU2015,12929.49403,6.992461849
DMA,2015,DMA2015,1.855631711,0
DNK,2015,DNK2015,2583.230426,1.579776212
DOM,2015,DOM2015,15090.9998,3188.608938
DZA,2015,DZA2015,5705.42344,3127.273628
ECU,2015,ECU2015,30121.21495,1767.336132
EGY,2015,EGY2015,31.6431485,1.318218767
ERI,2015,ERI2015,0,0
ESP,2015,ESP2015,65413.69408,11459.98121
EST,2015,EST2015,25420.29075,25.64580984
ETH,2015,ETH2015,10276.47095,34.24041308
FIN,2015,FIN2015,172639.5803,604.6641087
FJI,2015,FJI2015,1838.352679,88.77446327
